TRAVEL_ID,TRAVELER_ID,TRAVEL_RANGE,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MISSION_4,TRAVEL_MISSION_5,TRAVEL_MISSION_6,TRAVEL_MISSION_7,TRAVEL_MISSION_8,TRAVEL_MISSION_9,TRAVEL_MISSION_10,TRAVEL_MISSION_11,TRAVEL_MISSION_12,TRAVEL_MISSION_13,TRAVEL_MISSION_14,TRAVEL_MISSION_15,TRAVEL_MISSION_16,TRAVEL_MISSION_17,TRAVEL_MISSION_18,TRAVEL_MISSION_19,TRAVEL_MISSION_20,TRAVEL_MISSION_21
d_d000345,d000345,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012354,d012354,1박 2일,Well-ness 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001756,d001756,3박 4일,온천/스파,호캉스 여행,등반 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000293,d000293,4박 5일,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006120,d006120,3박 4일,Well-ness 여행,SNS 인생샷 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000483,d000483,3박 4일,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,인플루언서 따라하기 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c003337,c003337,3박 4일,호캉스 여행,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a008137,a008137,2박 3일,SNS 인생샷 여행,호캉스 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003211,d003211,4박 5일,SNS 인생샷 여행,교육/체험 프로그램 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001699,d001699,5박 6일,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a007586,a007586,1박 2일,SNS 인생샷 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006170,d006170,3박 4일,Well-ness 여행,호캉스 여행,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006140,d006140,6박 7일,온천/스파,교육/체험 프로그램 참가,"테마파크, 놀이시설, 동/식물원 방문",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006174,d006174,2박 3일,SNS 인생샷 여행,신규 여행지 발굴,반려동물 동반 여행,시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000188,d000188,4박 5일,온천/스파,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009361,d009361,3박 4일,드라마 촬영지 방문,SNS 인생샷 여행,Well-ness 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007965,d007965,4박 5일,드라마 촬영지 방문,Well-ness 여행,SNS 인생샷 여행,호캉스 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a002744,a002744,3박 4일,교육/체험 프로그램 참가,SNS 인생샷 여행,반려동물 동반 여행,역사 유적지 방문,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011361,d011361,2박 3일,온천/스파,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,지역 문화예술/공연/전시시설 관람,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a010968,a010968,2박 3일,쇼핑,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000354,d000354,4박 5일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a000926,a000926,3박 4일,쇼핑,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000179,d000179,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010255,d010255,1박 2일,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001472,d001472,3박 4일,SNS 인생샷 여행,호캉스 여행,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001066,d001066,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004399,d004399,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006717,d006717,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,역사 유적지 방문,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b004936,b004936,2박 3일,온천/스파,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c002365,c002365,2박 3일,신규 여행지 발굴,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b004150,b004150,2박 3일,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007544,d007544,5박 6일,교육/체험 프로그램 참가,신규 여행지 발굴,친환경 여행(플로깅 여행),"야외 스포츠, 레포츠 활동",유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002450,d002450,3박 4일,쇼핑,교육/체험 프로그램 참가,드라마 촬영지 방문,인플루언서 따라하기 여행,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000887,d000887,5박 6일,쇼핑,드라마 촬영지 방문,"테마파크, 놀이시설, 동/식물원 방문",시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000791,d000791,5박 6일,SNS 인생샷 여행,등반 여행,시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004829,d004829,4박 5일,호캉스 여행,등반 여행,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010070,d010070,2박 3일,쇼핑,드라마 촬영지 방문,친환경 여행(플로깅 여행),등반 여행,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000141,d000141,3박 4일,쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001347,d001347,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000002,d000002,4박 5일,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001403,d001403,4박 5일,Well-ness 여행,등반 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002818,d002818,3박 4일,지역 문화예술/공연/전시시설 관람,친환경 여행(플로깅 여행),친환경 여행(플로깅 여행),SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005210,d005210,1박 2일,쇼핑,Well-ness 여행,신규 여행지 발굴,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
